Island,TaggingDate,ID,Weight,Length,Girth,BCI,Sex,Age,DOB
Raykoke,7/8/2005,P954L,30.5,106,73,0.688679245,F,NA,NA
Raykoke,7/8/2005,P955L,36,119,74,0.621848739,F,NA,NA
Raykoke,7/8/2005,P956L,34,111,76.5,0.689189189,F,30,6/8/2005
Raykoke,7/8/2005,P957L,35,115,75,0.652173913,F,NA,NA
Raykoke,7/8/2005,P958L,28.5,113,71,0.628318584,F,NA,NA
Raykoke,7/8/2005,P959L,31,111,71,0.63963964,F,NA,NA
Raykoke,7/8/2005,P960L,40,118,78.5,0.665254237,F,NA,NA
Raykoke,7/8/2005,P961L,31.5,110,69,0.627272727,M,NA,NA
Raykoke,7/8/2005,P962L,25.5,99,66,0.666666667,F,NA,NA
Raykoke,7/8/2005,P963L,37.5,113,75,0.663716814,M,NA,NA
Raykoke,7/8/2005,P964L,36.5,111,74,0.666666667,M,NA,NA
Raykoke,7/8/2005,P965L,35.5,111,75,0.675675676,F,NA,NA
Raykoke,7/8/2005,P966L,29.5,102,71.5,0.700980392,F,NA,NA
Raykoke,7/8/2005,P967L,31.5,107,70.5,0.658878505,F,NA,NA
Raykoke,7/8/2005,P968L,38,114,75.5,0.662280702,M,NA,NA
Raykoke,7/8/2005,P969L,35,109,74,0.678899083,F,NA,NA
Raykoke,7/8/2005,P970L,26.5,99,69,0.696969697,F,NA,6/1/2005
Raykoke,7/8/2005,P971L,36.5,111,76,0.684684685,M,NA,NA
Raykoke,7/8/2005,P972L,26,102,66,0.647058824,F,NA,NA
Raykoke,7/8/2005,P973L,24,99,71,0.717171717,F,NA,NA
Raykoke,7/8/2005,P974L,34,106,72,0.679245283,M,NA,NA
Raykoke,7/8/2005,P975L,38,112,78,0.696428571,M,NA,NA
Raykoke,7/8/2005,P976L,29.5,106,69,0.650943396,F,NA,NA
Raykoke,7/8/2005,P977L,34.5,107,76,0.710280374,M,NA,NA
Raykoke,7/8/2005,P978L,30.5,107,74,0.691588785,M,NA,NA
Raykoke,7/8/2005,P979L,31,103,71.5,0.694174757,F,NA,NA
Raykoke,7/8/2005,P980L,35,111,73.5,0.662162162,M,NA,NA
Raykoke,7/8/2005,P981L,32,111,73,0.657657658,F,NA,NA
Raykoke,7/8/2005,P982L,34.5,110,75,0.681818182,F,NA,NA
Raykoke,7/8/2005,P983L,37,112,79,0.705357143,F,NA,NA
Raykoke,7/8/2005,P984L,35,110,73,0.663636364,M,NA,NA
Raykoke,7/8/2005,P985L,35.5,105,76.5,0.728571429,F,NA,NA
Raykoke,7/8/2005,P986L,39.5,115,80,0.695652174,F,NA,NA
Raykoke,7/8/2005,P987L,37.5,114,80,0.701754386,M,NA,NA
Raykoke,7/8/2005,P988L,44.5,121,80.5,0.665289256,M,NA,NA
Raykoke,7/8/2005,P989L,35.5,112,72,0.642857143,M,NA,NA
Raykoke,7/8/2005,P990L,29,105,72,0.685714286,F,19,6/19/2005
Raykoke,7/8/2005,P991L,45,119,83,0.697478992,M,NA,NA
Raykoke,7/8/2005,P992L,38,118,74.5,0.631355932,M,NA,NA
Raykoke,7/8/2005,P993L,32.5,113,66.5,0.588495575,M,NA,NA
Raykoke,7/8/2005,P994L,34,107,75,0.700934579,F,NA,NA
Raykoke,7/8/2005,P995L,38,106,77,0.726415094,M,NA,NA
Raykoke,7/8/2005,P996L,35,104,76,0.730769231,F,NA,NA
Raykoke,7/8/2005,P997L,44.5,120,79,0.658333333,M,NA,NA
Raykoke,7/8/2005,P998L,34.5,106,79,0.745283019,F,NA,NA
Antsiferov,7/6/2005,Y551L,34,111,75,0.675675676,M,19,6/17/2005
Antsiferov,7/6/2005,Y552L,32,109,71,0.651376147,F,NA,NA
Antsiferov,7/6/2005,Y553L,32,104,70,0.673076923,M,NA,NA
Antsiferov,7/6/2005,Y554L,40,116,79.5,0.685344828,M,NA,NA
Antsiferov,7/6/2005,Y555L,37,116,75,0.646551724,M,NA,NA
Antsiferov,7/6/2005,Y556L,29,105,66,0.628571429,M,NA,NA
Antsiferov,7/6/2005,Y557L,31.5,109,67,0.614678899,M,NA,NA
Antsiferov,7/6/2005,Y558L,36,110,73,0.663636364,M,NA,NA
Antsiferov,7/6/2005,Y559L,38.5,117,75.5,0.645299145,M,NA,NA
Antsiferov,7/6/2005,Y560L,33.5,110,72,0.654545455,F,NA,NA
Antsiferov,7/6/2005,Y561L,34.5,110,72,0.654545455,F,NA,NA
Antsiferov,7/6/2005,Y562L,39.5,117,78,0.666666667,M,NA,NA
Antsiferov,7/6/2005,Y563L,32,106,71,0.669811321,M,NA,NA
Antsiferov,7/6/2005,Y564L,23,96,63,0.65625,F,NA,NA
Antsiferov,7/6/2005,Y565L,43,116,79,0.681034483,M,NA,NA
Antsiferov,7/6/2005,Y566L,30.5,106,71,0.669811321,F,26,6/10/2005
Antsiferov,7/6/2005,Y567L,35.5,114,75,0.657894737,M,NA,NA
Antsiferov,7/6/2005,Y568L,27,101,69,0.683168317,F,NA,NA
Antsiferov,7/6/2005,Y569L,38,114,81,0.710526316,M,20,6/16/2005
Antsiferov,7/6/2005,Y570L,30.5,109,72,0.660550459,F,NA,NA
Antsiferov,7/6/2005,Y571L,27.5,108,69,0.638888889,F,17,6/19/2005
Antsiferov,7/6/2005,Y572L,40.5,115,81,0.704347826,F,NA,NA
Antsiferov,7/6/2005,Y573L,43.5,117,84,0.717948718,M,NA,NA
Antsiferov,7/6/2005,Y574L,38,116,79,0.681034483,M,NA,NA
Antsiferov,7/6/2005,Y575L,44,117,88,0.752136752,M,NA,NA
Antsiferov,7/6/2005,Y576L,29,102,75,0.735294118,F,NA,NA
Antsiferov,7/6/2005,Y577L,33.5,109,77.5,0.711009174,F,24,6/12/2005
Antsiferov,7/6/2005,Y578L,39.5,113,82,0.725663717,M,NA,NA
Antsiferov,7/6/2005,Y579L,30.5,107,71.5,0.668224299,F,NA,NA
Antsiferov,7/6/2005,Y580L,42,116,81,0.698275862,M,NA,NA
Antsiferov,7/6/2005,Y581L,36,110,78.5,0.713636364,F,NA,NA
Antsiferov,7/6/2005,Y582L,37,112,78.5,0.700892857,M,23,6/13/2005
Antsiferov,7/6/2005,Y583L,34.5,111,75,0.675675676,F,NA,NA
Antsiferov,7/6/2005,Y584L,28,105,68,0.647619048,F,NA,NA
Antsiferov,7/6/2005,Y585L,38,114,74,0.649122807,M,NA,NA
Antsiferov,7/6/2005,Y586L,40,115,78,0.67826087,M,NA,NA
Antsiferov,7/6/2005,Y587L,45.5,121,81,0.669421488,M,NA,NA
Antsiferov,7/6/2005,Y588L,36,116,76.5,0.659482759,F,NA,NA
Antsiferov,7/6/2005,Y589L,32,109,73,0.669724771,F,NA,NA
Antsiferov,7/6/2005,Y590L,35,118,72,0.610169492,M,NA,NA
Antsiferov,7/6/2005,Y591L,34,111,74,0.666666667,M,NA,NA
Antsiferov,7/6/2005,Y592L,32.5,105,71.5,0.680952381,M,20,5/16/2005
Antsiferov,7/6/2005,Y593L,43.5,118,84,0.711864407,M,NA,NA
Antsiferov,7/6/2005,Y594L,41,116,85,0.732758621,M,NA,NA
Antsiferov,7/6/2005,Y595L,23.5,95,64,0.673684211,M,NA,NA
Antsiferov,7/6/2005,Y596L,32.5,106,73,0.688679245,M,NA,NA
Antsiferov,7/6/2005,Y597L,33,104,74,0.711538462,M,NA,NA
Antsiferov,7/6/2005,Y598L,27.5,103,71,0.689320388,F,25,6/11/2005
Antsiferov,7/6/2005,Y599L,40.5,115,82,0.713043478,F,NA,NA
Antsiferov,7/6/2005,Y600L,48.5,125,86,0.688,M,NA,NA
Antsiferov,7/6/2005,Y601L,33.5,113,75,0.663716814,M,NA,NA
Antsiferov,7/6/2005,Y602L,43.5,117,79.5,0.679487179,M,NA,NA
Antsiferov,7/6/2005,Y603L,36.5,115,75.5,0.656521739,M,NA,NA
Antsiferov,7/6/2005,Y604L,39.5,120,80.5,0.670833333,M,NA,NA
Antsiferov,7/6/2005,Y605L,43,120,80,0.666666667,M,NA,NA
Antsiferov,7/6/2005,Y606L,29,107,71,0.663551402,M,NA,NA
Antsiferov,7/6/2005,Y607L,39,117,NA,NA,M,NA,NA
Antsiferov,7/6/2005,Y608L,30,105,71.5,0.680952381,F,NA,NA
Antsiferov,7/6/2005,Y609L,47,119,84.5,0.710084034,M,NA,NA
Antsiferov,7/6/2005,Y610L,30,106,72,0.679245283,F,NA,NA
Antsiferov,7/6/2005,Y611L,25.5,100,63.5,0.635,M,NA,NA
Antsiferov,7/6/2005,Y612L,27,103,70.5,0.684466019,F,NA,NA
Antsiferov,7/6/2005,Y613L,40.5,115,79,0.686956522,M,NA,NA
Antsiferov,7/6/2005,Y614L,37.5,112,76.5,0.683035714,M,NA,NA
Antsiferov,7/6/2005,Y615L,21,97,63.5,0.654639175,F,NA,NA
Antsiferov,7/6/2005,Y616L,31,109,70.5,0.646788991,M,NA,NA
Antsiferov,7/6/2005,Y617L,31.5,108,73,0.675925926,F,NA,NA
Antsiferov,7/6/2005,Y618L,36,112,77,0.6875,M,NA,NA
Antsiferov,7/6/2005,Y619L,26.5,102,69,0.676470588,F,NA,NA
Antsiferov,7/6/2005,Y620L,39,111,81.5,0.734234234,M,NA,NA
Antsiferov,7/6/2005,Y621L,29,107,71,0.663551402,F,NA,NA
Antsiferov,7/6/2005,Y622L,42,117,84,0.717948718,M,NA,NA
Antsiferov,7/6/2005,Y623L,38.5,112,81.5,0.727678571,M,NA,NA
Antsiferov,7/6/2005,Y624L,38.5,114,78,0.684210526,M,NA,NA
Antsiferov,7/6/2005,Y625L,30,106,72,0.679245283,F,NA,NA
Antsiferov,7/6/2005,Y626L,39.5,111,81,0.72972973,M,NA,NA
Antsiferov,7/6/2005,Y627L,36.5,114,77.5,0.679824561,M,NA,NA
Antsiferov,7/6/2005,Y628L,38,113,78,0.690265487,M,NA,NA
Antsiferov,7/6/2005,Y629L,29,104,74,0.711538462,F,NA,NA
Antsiferov,7/6/2005,Y630L,41.5,114,80,0.701754386,M,NA,NA
Antsiferov,7/6/2005,Y631L,30.5,107,70,0.654205607,F,NA,NA
Antsiferov,7/6/2005,Y632L,38.5,112,78,0.696428571,M,NA,NA
Antsiferov,7/6/2005,Y633L,34,115,74,0.643478261,F,NA,NA
Antsiferov,7/6/2005,Y634L,45.5,118,84,0.711864407,M,NA,NA
Antsiferov,7/6/2005,Y635L,27.5,102,71,0.696078431,F,NA,NA
Antsiferov,7/6/2005,Y636L,40,117,78.5,0.670940171,M,NA,NA
Antsiferov,7/6/2005,Y637L,36.5,109,76,0.697247706,M,NA,NA
Antsiferov,7/6/2005,Y638L,40,117,80,0.683760684,M,NA,NA
Antsiferov,7/6/2005,Y639L,32,105,71,0.676190476,F,NA,NA
Antsiferov,7/6/2005,Y640L,38.5,117,78,0.666666667,F,NA,NA
Antsiferov,7/6/2005,Y641L,28,106,70,0.660377358,F,NA,NA
Antsiferov,7/6/2005,Y642L,42.5,118,79.5,0.673728814,M,NA,NA
Antsiferov,7/6/2005,Y643L,27.5,103,68,0.660194175,F,NA,NA
Antsiferov,7/6/2005,Y644L,35.5,109,76.5,0.701834862,M,NA,NA
Antsiferov,7/6/2005,Y645L,30.5,106,70,0.660377358,F,NA,NA
Antsiferov,7/6/2005,Y646L,33,112,72,0.642857143,F,NA,NA
Antsiferov,7/6/2005,Y647L,27,106,67.5,0.636792453,F,NA,NA
Antsiferov,7/6/2005,Y648L,29,107,73,0.682242991,M,NA,NA
Antsiferov,7/6/2005,Y649L,29.5,106,69,0.650943396,M,NA,NA
Antsiferov,7/6/2005,Y650L,26.5,100,71.5,0.715,M,NA,NA
